,Control,Level 1,Level 2,Level 3,Level 4,Level 5,Level 6,Level 7,Level 8
Otu79710,5.770826188,3.970347336,5.092564952,5.575147944,6.613025561,6.869441538,6.626677664,6.710747982,6.665026017
Otu79758,5.673916175,4.048560432,4.627582555,5.026670781,6.387914504,6.406892452,6.904334379,6.608856391,0
Otu7979,0,0,4.489068779,0,5.927718132,5.924797348,6.069174194,5.973980278,0
Otu798,6.946917431,4.96667401,5.909740471,6.8106765,7.20848991,7.667953744,7.640653404,7.482639414,7.064086671
Otu79886,5.071856184,3.166849484,4.359795397,0,5.731335434,6.184434659,6.003452495,5.973980278,0
Otu79925,5.372886179,3.258619857,4.874637333,4.99306218,5.912246931,0,6.345829125,6.020247546,6.648436135
Otu8,7.45746244,5.723241827,6.47582619,7.451893185,7.843231283,8.229836272,8.324618953,8.151861722,8.098537467
Otu80,7.446604513,5.757268007,6.462447597,7.530418186,7.835813336,8.265426318,8.356041878,8.224257502,8.077227971
Otu800,6.486829521,4.743374966,5.413145348,6.46866857,6.991111352,7.228566616,7.388284945,7.232412817,7.206286671
Otu80058,5.548977438,4.2055963,4.461040055,5.894393944,6.076272268,6.197962924,6.303957664,6.71447261,0
Otu80105,0,3.258619857,4.489068779,5.327700776,0,5.871602456,6.003452495,0,0
Otu80149,5.850007434,4.265638877,5.210633876,5.886314379,6.460603527,7.018329205,6.961627917,6.699629105,7.141069037
Otu802,6.923114516,5.143848531,6.090769111,7.021938705,7.309812139,7.592227893,7.966204445,7.615350364,7.617042076
Otu80262,6.327128674,4.64521283,5.277386869,6.313426955,6.631916183,6.902732057,7.303152093,6.782800691,7.138784096
Otu80272,5.071856184,3.713392147,4.160010059,0,5.778271101,5.883404663,6.303432202,6.467077932,0
Otu8028,5.372886179,3.369592938,4.622083787,6.12148059,5.919527458,6.861973575,6.254815189,6.322251648,6.369850917
Otu8029,0,3.946458315,4.855885764,5.026670781,0,6.22234109,6.018974221,5.99203669,0
Otu80296,5.071856184,0,4.504308745,5.507585024,5.74879686,0,6.003452495,0,0
Otu803,6.071856175,4.005269607,5.137052117,5.90050704,6.644397142,6.669402509,6.683942907,6.609265147,6.831972414
Otu80352,5.372886179,3.735741112,4.079699308,5.458354754,5.400342215,6.239908653,6.558489665,5.973980278,0
Otu80368,0,3.536144311,4.921032703,5.879609431,5.400342215,5.924797348,0,6.488728154,0
Otu8038,5.372886179,0,4.698618608,0,6.149938602,5.956172913,0,6.284830996,0
Otu804,6.651639766,4.969897987,5.526516963,6.58042928,6.832584943,7.401383447,7.500613882,7.333891948,7.360153745
Otu8045,5.372886179,3.397988309,4.656016658,5.69290056,5.921446801,6.22234109,6.305802937,0,0
Otu805,6.486829514,4.553801914,5.348918858,6.355863759,6.492392599,7.165514499,7.182406347,7.040380083,6.958511674
Otu8050,5.372886179,3.421510737,4.750833566,5.041910747,6.262106037,5.902981813,6.002402206,6.020247546,6.667963331
Otu8052,5.770826188,3.068562942,4.160010059,5.210315178,0,5.902981813,6.291513395,6.293751154,6.355792776
Otu8056,5.071856184,0,4.438268625,0,5.408682831,6.398284386,0,5.973980278,0
Otu80560,5.548977438,4.165028927,4.919853854,5.841183902,6.207202901,6.80934854,6.291513395,6.497490282,0
Otu8057,0,3.536144311,0,5.294092175,0,5.956172913,6.312312694,0,6.367899516
Otu80575,5.071856184,3.258619857,4.079699308,5.041910747,6.390843814,6.241798405,0,6.284830996,0
Otu80578,6.350609765,4.652491434,5.358458511,6.245347634,6.529360445,7.1541324,7.144958424,6.997367236,6.661524863
Otu806,5.548977438,3.068562942,4.021707361,5.652837319,0,5.871602456,0,0,0
Otu8068,5.673916175,4.376043787,4.874637333,5.772637348,6.48074592,6.740123968,6.692078391,5.973980278,6.369850917
Otu8069,6.673916159,4.957875094,5.862573549,6.670165843,7.073298171,7.468296192,7.697738894,7.417424928,7.059186162
Otu80695,5.372886179,3.421510737,0,5.652837319,5.536437753,0,6.305279704,5.973980278,6.347406139
Otu80699,6.715308846,4.872334593,5.825929382,6.788162353,6.969447694,7.539238102,7.659948697,7.294330151,7.50308904
Otu807,6.503219931,4.792101036,5.401635925,6.364117891,6.778128715,7.320247521,7.331291409,7.083429876,7.204332816
Otu80724,5.916954211,3.976947311,4.965657483,5.679589852,5.762136768,6.628081763,6.603731996,5.99203669,0
Otu8073,5.673916175,3.741493441,4.160010059,5.335387605,5.735247663,0,0,0,0
Otu80779,5.372886179,3.762124845,0,5.685896628,5.458334162,6.382179667,6.305279704,6.308157328,0
Otu80785,5.548977438,4.126619441,4.631663285,5.596207369,5.965478971,6.538583606,6.584576764,6.275010273,6.363996021
Otu80795,6.394075461,4.647557594,5.366642872,6.479755413,6.610600107,7.114992775,7.402442828,6.780306405,6.832905708
Otu808,6.651639764,4.774366023,5.532325581,6.534448101,6.808302062,7.38430813,7.353590717,7.345870678,7.267508146
Otu8083,5.673916175,3.726480751,0,5.628730772,5.709712827,5.924797348,6.71120341,6.308973833,0
Otu8085,0,3.983960374,4.631961831,5.20276204,5.815114901,6.421841519,6.018974221,6.611647824,0
Otu80853,5.071856184,3.713392147,4.036771108,5.458354754,5.765782263,6.257202908,6.305279704,6.022012108,6.347406139
Otu8087,5.548977438,3.980678334,4.422738447,4.99306218,5.967106475,0,6.860412724,0,0
Otu8089,5.548977438,3.708218945,0,5.371336114,0,6.223866643,6.624167281,0,6.355792776
Otu80937,5.372886179,3.872361746,4.218002006,5.041910747,6.18283902,0,6.371429281,6.467709432,0
Otu80941,5.673916152,0,4.685363424,5.20276204,5.765782263,6.213046492,6.37020419,0,6.659803504
Otu8097,6.185799522,4.512029925,5.189993926,6.088780296,6.549725074,6.90435402,7.340087585,7.083794102,6.352961779
Otu81,0,3.568250025,0,0,0,0,0,0,0
Otu810,6.54897742,4.626784541,5.425989946,6.543111289,6.735688161,7.472679419,7.22097907,7.181073951,7.054752793
Otu81016,0,0,4.6573347,5.319202896,5.536437753,0,6.003452495,0,0
Otu81081,6.2179842,4.422492483,5.277992444,6.409864565,6.736288816,7.026443573,7.094921292,7.001854075,6.831028751
Otu811,6.414278844,4.738695752,5.601067373,6.590203772,6.665249156,7.228447514,7.298889437,7.121815319,7.057206313
Otu81103,5.548977438,0,4.397370975,5.026670781,5.815114901,5.883404663,6.417077775,6.703778683,0
Otu8113,5.372886179,3.568250025,4.455362922,4.99306218,0,6.376079853,6.253329969,5.993404548,0
Otu81139,5.916954224,4.514250406,4.976024207,6.000116324,6.542319235,6.917336432,6.807375182,6.703120866,6.970454568
Otu81168,5.071856184,3.935930801,4.35270058,5.342940743,6.182975711,6.188605478,6.503272158,0,0
Otu81172,5.372886179,3.634900805,4.646344729,5.041910747,0,6.399597546,6.069174194,5.973980278,0
Otu81173,0,0,4.188038783,0,0,0,0,5.993404548,0
Otu812,6.577006148,4.67839367,5.390220817,6.632617178,6.945034532,7.364142823,7.345803915,7.123658901,6.83697898
Otu8125,0,0,0,0,5.70137221,0,0,0,0
Otu81284,5.071856184,3.663487737,4.437802193,5.615241307,5.98140854,6.416277515,6.481454494,6.020247546,0
Otu81285,6.071856175,3.46787948,5.164387273,5.814376222,6.40212629,6.359437401,6.84602607,6.772861019,0
Otu813,6.113248861,4.680704665,5.368896566,6.216130459,6.739908857,7.116027552,7.0103118,6.298759748,6.670880913
Otu8135,5.372886179,3.294092175,0,4.99306218,5.408682831,6.231421186,6.513481566,5.99203669,0
Otu81352,0,3.713392147,4.218002006,5.632591193,5.92397613,5.924797348,6.613085044,6.323042103,0
Otu814,5.372886179,0,0,0,0,5.871602456,0,6.020429755,0
Otu81400,5.673916175,3.919504282,4.504308745,5.573991982,6.095306754,6.406892452,6.711721495,6.467143064,6.347406139
Otu81412,5.071856184,3.843161747,4.701577863,5.69290056,5.964816898,6.504820791,6.582784211,6.020429755,0
Otu81416,6.185799522,4.616823863,4.987062582,6.152242836,6.560497084,6.809639546,6.829267792,6.849823826,0
Otu8147,5.548977438,0,0,0,5.536437753,5.902981813,0,0,0
Otu816,6.734614,4.945603246,5.69509681,6.613832033,7.031493429,7.559093686,7.580362653,7.369348615,7.536276316
Otu8162,5.071856184,0,0,0,0,0,6.002402206,0,0
Otu817,6.603335085,4.774836366,5.564595526,6.4489149,6.791364828,7.420274093,7.441747849,7.05339933,7.137080272
Otu8171,0,0,0,5.096958314,0,0,0,0,0
Otu81745,0,0,0,0,5.735247663,0,0,5.993404548,0
Otu818,6.433584,4.776887475,5.585003936,6.496677745,6.866761113,7.223213582,7.450058721,7.152141343,6.830083033
Otu81825,0,0,0,0,5.408682831,0,6.018974221,7.000863091,7.791806397
Otu819,6.327128674,4.751898413,5.456604867,6.35371622,6.864886173,7.197225309,6.995630917,7.087991897,7.202920098
Otu8194,5.673916175,3.650169737,4.021707361,0,5.490518845,5.883404663,6.695710875,6.308157328,6.832914031
Otu820,0,0,0,0,0,5.924797348,0,0,0
Otu8200,0,3.068562942,0,5.041910747,5.458334162,6.692149556,0,6.020247546,6.367899516
Otu8206,5.916954211,4.513823748,5.320542098,6.234864811,6.557934452,7.132836955,6.857947099,6.943457261,7.062354982
Otu82066,5.372886179,3.568250025,4.874637333,0,5.408682831,0,6.794387223,5.99203669,6.369850917
Otu82092,5.071856184,4.004018516,0,0,5.705562541,5.920867055,6.495449523,6.604592617,0
Otu82141,5.071856184,4.209075414,4.84770499,5.747988438,5.800169362,6.608415041,6.904534836,6.022012108,6.363996021
Otu822,7.016338838,5.268011935,6.07410866,7.020678542,7.40192663,7.703434748,7.989392203,7.848312967,7.70357058
Otu8220,5.974946159,3.93719978,5.069584611,5.64739754,5.731335434,6.883826617,6.253329969,5.99203669,0
Otu82205,6.071856165,4.088221036,4.851056188,5.873424634,6.297117102,7.02521648,7.160060722,6.958561968,6.658803691
Otu823,6.35060977,4.678869175,5.40648933,6.475974025,6.816899222,7.201810307,7.399959234,6.957423332,6.659803504
Otu82304,5.372886179,3.934778636,4.669636596,5.319202896,5.815114901,5.920867055,6.252739493,6.601707545,0
Otu8238,5.071856184,4.037644312,4.805338741,5.371336114,5.458334162,6.205623958,0,6.48866618,0
Otu824,5.071856184,3.068562942,0,0,0,0,0,5.993404548,0
Otu8242,5.548977438,4.102141043,4.676639855,0,6.064813969,0,6.871091535,6.585860992,0
Otu8247,0,3.294092175,0,5.294092175,0,6.527715221,6.472869206,6.020247546,0
Otu8248,6.113248861,4.155248747,4.997904446,5.731801094,6.247693527,6.393439963,6.951404109,6.594781149,6.347406139
Otu825,6.486829511,4.80475898,5.536554488,6.609818755,6.902857571,7.294591418,7.414386399,7.262776533,6.9667658
Otu8252,6.519014195,4.658086348,5.506660832,6.655272085,6.978848734,7.323385656,7.451222163,7.091062564,7.058850147
Otu8257,5.372886179,4.055742068,4.978735514,5.671413949,6.424697367,6.356627377,6.613085044,6.779375932,0
Otu8259,5.372886179,3.837174307,4.538337157,5.682123895,5.963080333,6.517045821,6.31179725,6.020247546,6.352961779
Otu82593,7.427882024,5.70958769,6.55457954,7.507462563,7.871060616,8.28975954,8.384425741,8.19799752,8.006558771
Otu826,6.452067406,4.835733121,5.741517212,6.574486411,6.752109152,7.340815871,7.371985235,7.402635286,7.262044985
Otu8261,6.350609775,4.414215757,5.267111151,6.231104143,6.482754706,6.412630967,7.094583049,6.703183554,6.656810287
Otu82655,5.974946159,3.634900805,5.21706816,5.671413949,5.928439198,6.6852521,6.482333455,6.616322026,6.663908723
Otu827,7.12493461,5.355392289,6.106491848,7.121640968,7.420733512,7.85362912,8.074093674,7.761183056,7.637868989
Otu8274,0,3.568250025,0,0,0,0,0,0,0
Otu82753,6.275976149,4.364944026,5.358823907,6.484945374,6.573271496,7.224970616,7.313026783,7.262218806,7.057045051
Otu82766,5.673916175,3.577748075,4.95740299,5.424610789,5.932690243,6.693144838,6.002402206,6.48876889,0
Otu8279,6.350609765,4.607303599,5.589601561,6.597474548,6.994488672,7.432943576,7.499657762,7.114972441,6.844376889
Otu8292,0,0,0,0,0,5.871602456,0,0,0
Otu82951,6.394075457,4.730670541,5.442774124,6.553014182,6.747818073,7.371039467,7.457240326,6.96693346,7.05839932
Otu8296,0,3.759708268,4.438268625,0,5.458334162,5.924797348,6.018974221,6.022012108,6.355792776
Otu83,0,0,0,5.096958314,0,5.956172913,0,6.022012108,0
Otu830,5.850007434,4.118940937,5.064662109,5.893857043,6.213246153,6.616497566,6.909135172,6.479827182,6.667963331
Otu8306,0,0,4.188038783,0,0,0,0,0,0
Otu8307,5.77082617,3.963109094,4.599806991,5.424610789,6.368548482,6.687859607,6.884015535,6.616199253,0
Otu831,6.603335082,4.76973703,5.743156566,6.563487141,6.924400791,7.281393528,7.462999096,7.385868194,7.136751732
Otu8318,0,0,4.218002006,0,0,0,6.002402206,6.020247546,0
Otu832,6.519014199,4.685685279,5.566757929,6.692783006,6.735844895,7.569525907,7.394218352,7.240669642,7.310766176
Otu833,6.433584,4.838819165,5.541831113,6.554538305,7.004995237,7.273461497,7.325591311,7.306656586,7.14191993
Otu83391,5.372886179,0,0,4.99306218,5.762136768,6.387497344,6.502940164,5.973980278,0
Otu8340,5.071856184,0,0,0,5.490518845,6.178573646,0,0,0
Otu83421,5.673916175,3.851748374,4.607973085,5.62347098,5.98140854,0,6.504439198,6.308157328,6.355792776
Otu83429,5.548977438,3.976770101,4.583049307,5.620569293,5.897666855,5.871602456,6.52547404,6.48866618,0
Otu83475,6.563217863,4.810986217,5.518146641,6.516170551,6.962127433,7.241958934,7.426682033,7.386610453,7.140039801
Otu8348,6.247947425,4.338421794,5.073699815,6.15295248,6.298987489,6.879837147,6.950879386,6.917028156,6.66698215
Otu835,6.350609761,4.776099897,5.496309227,6.517987755,6.797611313,7.154191076,7.268035703,6.962881843,6.968503013
Otu83505,5.372886179,3.650169737,0,5.454104251,5.998994475,6.215056542,6.018974221,0,0
Otu836,6.753097404,5.096523799,5.767842569,6.856798623,7.032646603,7.591415915,7.677154646,7.418111681,7.50568278
Otu83634,0,0,0,0,5.490518845,0,0,7.308025546,8.024346555
Otu8364,0,3.568250025,4.504308745,0,5.815114901,5.871602456,6.479873839,0,0
Otu837,5.916954211,4.208293338,5.037047154,6.184507281,6.686695528,6.6107759,6.831776604,6.785184655,6.355792776
Otu8374,5.372886179,3.397988309,4.218002006,0,5.975004206,6.765256541,6.252739493,6.622444201,0
Otu83740,5.071856184,3.397988309,4.021707361,5.026670781,6.244140677,6.80955151,7.199661273,8.030881185,8.815883196
Otu838,6.59037011,4.826625671,5.698044194,6.658388704,7.01597828,7.393744582,7.317808088,7.450877222,6.832914031
Otu839,5.77082617,4.312633287,4.93156816,6.096029017,6.228496094,6.757539567,6.665220382,6.478766622,6.651222838
Otu8390,5.071856184,3.992318208,4.380729304,5.411477774,5.752555579,6.22189705,6.069174194,0,0
Otu83908,0,0,0,0,0,0,0,7.38807344,7.79072921
Otu83980,5.071856184,3.825124477,5.010003327,5.041910747,5.400342215,6.511570747,6.339806228,6.704776112,6.369850917
Otu83991,0,3.068562942,4.079699308,0,0,6.241798405,0,6.293066686,6.369850917
Otu840,6.026098673,4.462801255,5.145142628,5.970011103,6.445081107,7.089044761,7.0510772,7.046809869,6.834235647
Otu84055,6.026098683,4.479018703,5.330448088,5.953622443,6.697984639,7.012662613,6.926329013,6.701704009,6.670880913
Otu84089,5.071856184,3.258619857,4.844190447,5.20276204,5.514403598,0,6.003452495,6.479659062,6.661524863
Otu841,6.628158667,4.958236535,5.5277166,6.558872657,7.02446311,7.553860945,7.573854681,7.389214563,7.357448251
Otu84139,5.974946159,4.5155815,5.052586462,6.275061069,6.488261403,7.082352472,6.914193408,6.608809394,6.369850917
Otu8415,5.372886179,3.634900805,4.419987859,5.647081298,5.536437753,6.538583606,6.717004325,6.482613116,6.355792776
Otu8419,5.071856184,4.238326842,4.422738447,5.349139742,5.70137221,6.178573646,6.31179725,6.022012108,0
Otu84190,5.548977438,4.145697475,4.676639855,5.907355458,5.800169362,0,5.894308026,0,6.367899516
Otu84194,0,0,0,0,0,6.172632452,0,6.916477895,7.61498461
Otu842,6.113248852,4.395184162,5.124868826,6.092676036,6.606852593,7.110421421,7.131573839,7.150261793,6.665026017
Otu8423,6.350609765,4.60531305,5.223093009,6.394366023,6.566749872,7.209133578,7.347446675,7.233667183,6.96206373
Otu84233,5.850007434,4.058856236,4.807654984,5.763214496,5.490518845,6.82802208,6.623533392,5.973980278,0
Otu84249,5.372886179,3.863041973,4.021707361,4.99306218,6.172494997,6.239908653,6.505272893,6.719716692,6.355792776
Otu843,6.842708178,5.11472307,5.888351645,7.017385617,7.260629568,7.71387485,7.752947457,7.691683492,7.590953502
Otu8430,5.071856184,3.687656273,4.437802193,5.685828925,6.096910486,6.522452729,6.599481089,0,6.369850917
Otu84369,5.770826188,4.101140369,4.759207365,5.661409713,6.311463167,6.91987071,6.496095476,6.857993782,6.355792776
Otu8438,7.168766181,5.313207526,6.27849263,7.128243732,7.472027753,7.913230185,8.061850274,7.879838091,7.703143656
Otu844,7.154641537,5.433003035,6.260379551,7.087376912,7.468266415,7.963140659,8.02071535,7.784082352,7.756851806
Otu84512,6.414278844,4.688708161,5.451164458,6.503469071,6.844448159,7.418046262,7.377110857,7.241464712,7.316245188
Otu8455,0,0,0,0,0,0,6.490641433,7.085454874,7.821126262
Otu8457,6.59037011,4.801701198,5.554677519,6.415315904,6.828375394,7.332519917,7.39468547,7.152510284,7.050288625
Otu84576,6.113248861,3.294092175,4.763477814,5.883372698,6.427491868,6.930977428,6.818250547,6.789778518,6.355792776
Otu846,6.827731023,5.105206105,5.891786523,6.936009449,7.24278089,7.636315091,7.696457182,7.539828453,7.723440319
Otu8460,5.673916175,0,4.359795397,5.20276204,6.082599258,5.883404663,6.254815189,6.457204131,0
Otu84614,5.071856184,3.166849484,5.065160455,5.492875621,5.939744675,6.613123996,6.262129094,6.307401139,6.369850917
Otu8463,0,0,4.519032002,5.041910747,0,0,0,0,0
Otu847,7.07617754,5.2387163,6.073912107,7.11494896,7.437984158,7.907414714,7.983814723,7.881464693,7.588535966
Otu84703,5.372886179,4.161632652,4.665160038,5.921447031,5.803655394,6.758985107,6.504108095,0,6.363996021
Otu84742,6.35060977,4.435469333,5.053161089,6.291725852,6.723197541,7.014328711,7.170096208,7.148571997,6.96305193
Otu8476,0,0,4.036771108,0,0,6.215056542,0,5.993404548,0
Otu84789,0,3.568250025,4.5833832,5.503792035,5.70137221,5.920867055,6.582086898,5.99203669,0
Otu848,6.923114514,5.130429168,5.909649941,6.858080723,7.33939275,7.6761385,7.852761878,7.545406864,7.612563118
Otu849,6.486829511,4.897625575,5.505355579,6.337378357,6.954408618,7.403881784,7.444238516,7.256039096,6.831972414
Otu8496,0,3.568250025,0,0,0,0,0,0,0
Otu84965,5.548977438,0,4.591582669,5.721995407,5.490518845,5.883404663,6.513481566,0,0
Otu85,7.379352205,5.677794026,6.498041936,7.509544627,7.84294817,8.216609191,8.268721922,8.195697151,8.015391549
Otu850,7.101239944,5.26381594,6.089806655,7.066104491,7.448340827,7.914264258,7.933057866,7.800406202,7.563976969
Otu8505,0,0,4.021707361,0,0,0,6.069174194,0,0
Otu85173,5.071856184,0,4.160010059,0,5.536437753,6.200043841,6.069174194,5.993404548,0
Otu852,6.842708178,5.052853214,5.781943421,6.930745939,7.267906032,7.668178747,7.742016028,7.461696469,7.357646062
Otu85214,6.217984206,4.202710006,5.024094275,6.303552531,6.547050704,7.12146333,6.993399386,6.791682601,0
Otu85248,5.372886179,3.79243999,4.504308745,5.808645422,6.264979479,6.509620897,6.656935514,6.48883085,0
Otu853,6.46979617,4.580942508,5.418810821,6.442500504,6.671543942,7.256335086,7.17678027,7.382024163,7.207571101
Otu85307,6.026098683,4.234318336,5.078398737,6.054436058,6.410851893,7.068161718,7.040875876,6.842340409,6.960210177
Otu85318,5.673916175,4.164074889,4.413817826,5.845447171,6.40324214,6.746233399,6.983386391,5.993404548,6.355792776
Otu855,6.433584,4.828111733,5.690061298,6.486584134,6.929865513,7.4411605,7.483405653,7.261106969,7.399719316
Otu8552,5.071856184,3.648687881,4.71908691,5.20276204,6.066633642,6.50958264,6.252739493,6.022012108,6.833296895
Otu8553,5.372886179,3.536144311,4.437802193,0,5.70137221,6.257202908,6.252739493,6.30749521,0
